"Column Name","Label"
"DP04_0023E","Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969"
"DP04_0023M","Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969"
"DP04_0024E","Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959"
"DP04_0024M","Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959"
"DP04_0025E","Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949"
"DP04_0025M","Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949"
"DP04_0026E","Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier"
"DP04_0026M","Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier"
"DP04_0027E","Estimate!!ROOMS!!Total housing units"
"DP04_0027M","Margin of Error!!ROOMS!!Total housing units"
"DP04_0028E","Estimate!!ROOMS!!Total housing units!!1 room"
"DP04_0028M","Margin of Error!!ROOMS!!Total housing units!!1 room"
"DP04_0029E","Estimate!!ROOMS!!Total housing units!!2 rooms"
"DP04_0029M","Margin of Error!!ROOMS!!Total housing units!!2 rooms"
"DP04_0030E","Estimate!!ROOMS!!Total housing units!!3 rooms"
"DP04_0030M","Margin of Error!!ROOMS!!Total housing units!!3 rooms"
"DP04_0031E","Estimate!!ROOMS!!Total housing units!!4 rooms"
"DP04_0031M","Margin of Error!!ROOMS!!Total housing units!!4 rooms"
"DP04_0032E","Estimate!!ROOMS!!Total housing units!!5 rooms"
"DP04_0032M","Margin of Error!!ROOMS!!Total housing units!!5 rooms"
"DP04_0033E","Estimate!!ROOMS!!Total housing units!!6 rooms"
"DP04_0033M","Margin of Error!!ROOMS!!Total housing units!!6 rooms"
"DP04_0034E","Estimate!!ROOMS!!Total housing units!!7 rooms"
"DP04_0034M","Margin of Error!!ROOMS!!Total housing units!!7 rooms"
"DP04_0035E","Estimate!!ROOMS!!Total housing units!!8 rooms"
"DP04_0035M","Margin of Error!!ROOMS!!Total housing units!!8 rooms"
"DP04_0036E","Estimate!!ROOMS!!Total housing units!!9 rooms or more"
"DP04_0036M","Margin of Error!!ROOMS!!Total housing units!!9 rooms or more"
"DP04_0037E","Estimate!!ROOMS!!Total housing units!!Median rooms"
"DP04_0037M","Margin of Error!!ROOMS!!Total housing units!!Median rooms"
"DP04_0038E","Estimate!!BEDROOMS!!Total housing units"
"DP04_0038M","Margin of Error!!BEDROOMS!!Total housing units"
"DP04_0039E","Estimate!!BEDROOMS!!Total housing units!!No bedroom"
"DP04_0039M","Margin of Error!!BEDROOMS!!Total housing units!!No bedroom"
"DP04_0040E","Estimate!!BEDROOMS!!Total housing units!!1 bedroom"
"DP04_0040M","Margin of Error!!BEDROOMS!!Total housing units!!1 bedroom"
"DP04_0041E","Estimate!!BEDROOMS!!Total housing units!!2 bedrooms"
"DP04_0041M","Margin of Error!!BEDROOMS!!Total housing units!!2 bedrooms"
"DP04_0042E","Estimate!!BEDROOMS!!Total housing units!!3 bedrooms"
"DP04_0042M","Margin of Error!!BEDROOMS!!Total housing units!!3 bedrooms"
"DP04_0043E","Estimate!!BEDROOMS!!Total housing units!!4 bedrooms"
"DP04_0043M","Margin of Error!!BEDROOMS!!Total housing units!!4 bedrooms"
"DP04_0044E","Estimate!!BEDROOMS!!Total housing units!!5 or more bedrooms"
"DP04_0044M","Margin of Error!!BEDROOMS!!Total housing units!!5 or more bedrooms"
"DP04_0045E","Estimate!!HOUSING TENURE!!Occupied housing units"
"DP04_0045M","Margin of Error!!HOUSING TENURE!!Occupied housing units"
"DP04_0046E","Estimate!!HOUSING TENURE!!Occupied housing units!!Owner-occupied"
"DP04_0046M","Margin of Error!!HOUSING TENURE!!Occupied housing units!!Owner-occupied"
"DP04_0047E","Estimate!!HOUSING TENURE!!Occupied housing units!!Renter-occupied"
"DP04_0047M","Margin of Error!!HOUSING TENURE!!Occupied housing units!!Renter-occupied"
"DP04_0048E","Estimate!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit"
"DP04_0048M","Margin of Error!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit"
"DP04_0049E","Estimate!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit"
"DP04_0049M","Margin of Error!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit"
"DP04_0050E","Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units"
"DP04_0050M","Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units"
"DP04_0051E","Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2019 or later"
"DP04_0051M","Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2019 or later"
"DP04_0052E","Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2015 to 2018"
"DP04_0052M","Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2015 to 2018"
"DP04_0053E","Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2014"
"DP04_0053M","Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2014"
"DP04_0054E","Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009"
"DP04_0054M","Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009"
"DP04_0055E","Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999"
"DP04_0055M","Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999"
"DP04_0056E","Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1989 and earlier"
"DP04_0056M","Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1989 and earlier"
"DP04_0057E","Estimate!!VEHICLES AVAILABLE!!Occupied housing units"
"DP04_0057M","Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units"
"DP04_0058E","Estimate!!VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available"
"DP04_0058M","Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available"
"DP04_0059E","Estimate!!VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available"
"DP04_0059M","Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available"
"DP04_0060E","Estimate!!VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available"
"DP04_0060M","Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available"
"DP04_0061E","Estimate!!VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available"
"DP04_0061M","Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available"
"DP04_0062E","Estimate!!HOUSE HEATING FUEL!!Occupied housing units"
"DP04_0062M","Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units"
"DP04_0063E","Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Utility gas"
"DP04_0063M","Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Utility gas"
"DP04_0064E","Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas"
"DP04_0064M","Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas"
"DP04_0065E","Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity"
"DP04_0065M","Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity"
"DP04_0066E","Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc."
"DP04_0066M","Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc."
"DP04_0067E","Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke"
"DP04_0067M","Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke"
"DP04_0068E","Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Wood"
"DP04_0068M","Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Wood"
"DP04_0069E","Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Solar energy"
"DP04_0069M","Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Solar energy"
"DP04_0070E","Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Other fuel"
"DP04_0070M","Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Other fuel"
"DP04_0071E","Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used"
"DP04_0071M","Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used"
"DP04_0072E","Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units"
"DP04_0072M","Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units"
"DP04_0073E","Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities"
"DP04_0073M","Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities"
"DP04_0074E","Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities"
"DP04_0074M","Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities"
"DP04_0075E","Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available"
"DP04_0075M","Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available"
"DP04_0076E","Estimate!!OCCUPANTS PER ROOM!!Occupied housing units"
"DP04_0076M","Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units"
"DP04_0077E","Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less"
"DP04_0077M","Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less"
"DP04_0078E","Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50"
"DP04_0078M","Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50"
"DP04_0079E","Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more"
"DP04_0079M","Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more"
"DP04_0080E","Estimate!!VALUE!!Owner-occupied units"
"DP04_0080M","Margin of Error!!VALUE!!Owner-occupied units"
"DP04_0081E","Estimate!!VALUE!!Owner-occupied units!!Less than $50,000"
"DP04_0081M","Margin of Error!!VALUE!!Owner-occupied units!!Less than $50,000"
"DP04_0082E","Estimate!!VALUE!!Owner-occupied units!!$50,000 to $99,999"
"DP04_0082M","Margin of Error!!VALUE!!Owner-occupied units!!$50,000 to $99,999"
"DP04_0083E","Estimate!!VALUE!!Owner-occupied units!!$100,000 to $149,999"
"DP04_0083M","Margin of Error!!VALUE!!Owner-occupied units!!$100,000 to $149,999"
"DP04_0084E","Estimate!!VALUE!!Owner-occupied units!!$150,000 to $199,999"
"DP04_0084M","Margin of Error!!VALUE!!Owner-occupied units!!$150,000 to $199,999"
"DP04_0085E","Estimate!!VALUE!!Owner-occupied units!!$200,000 to $299,999"
"DP04_0085M","Margin of Error!!VALUE!!Owner-occupied units!!$200,000 to $299,999"
"DP04_0086E","Estimate!!VALUE!!Owner-occupied units!!$300,000 to $499,999"
"DP04_0086M","Margin of Error!!VALUE!!Owner-occupied units!!$300,000 to $499,999"
"DP04_0087E","Estimate!!VALUE!!Owner-occupied units!!$500,000 to $999,999"
"DP04_0087M","Margin of Error!!VALUE!!Owner-occupied units!!$500,000 to $999,999"
"DP04_0088E","Estimate!!VALUE!!Owner-occupied units!!$1,000,000 or more"
"DP04_0088M","Margin of Error!!VALUE!!Owner-occupied units!!$1,000,000 or more"
"DP04_0089E","Estimate!!VALUE!!Owner-occupied units!!Median (dollars)"
"DP04_0089M","Margin of Error!!VALUE!!Owner-occupied units!!Median (dollars)"
"DP04_0090E","Estimate!!MORTGAGE STATUS!!Owner-occupied units"
"DP04_0090M","Margin of Error!!MORTGAGE STATUS!!Owner-occupied units"
"DP04_0091E","Estimate!!MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage"
"DP04_0091M","Margin of Error!!MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage"
"DP04_0092E","Estimate!!MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage"
"DP04_0092M","Margin of Error!!MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage"
"DP04_0093E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage"
"DP04_0093M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage"
"DP04_0094E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500"
"DP04_0094M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500"
"DP04_0095E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999"
"DP04_0095M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999"
"DP04_0096E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499"
"DP04_0096M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499"
"DP04_0097E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999"
"DP04_0097M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999"
"DP04_0098E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499"
"DP04_0098M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499"
"DP04_0099E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,500 to $2,999"
"DP04_0099M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,500 to $2,999"
"DP04_0100E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more"
"DP04_0100M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more"
"DP04_0101E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)"
"DP04_0101M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars)"
"DP04_0102E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage"
"DP04_0102M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage"
"DP04_0103E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250"
"DP04_0103M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250"
"DP04_0104E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399"
"DP04_0104M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399"
"DP04_0105E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599"
"DP04_0105M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599"
"DP04_0106E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799"
"DP04_0106M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799"
"DP04_0107E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999"
"DP04_0107M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999"
"DP04_0108E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more"
"DP04_0108M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more"
"DP04_0109E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)"
"DP04_0109M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars)"
"DP04_0110E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0110M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0111E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent"
"DP04_0111M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent"
"DP04_0112E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent"
"DP04_0112M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent"
"DP04_0113E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent"
"DP04_0113M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent"
"DP04_0114E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent"
"DP04_0114M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent"
"DP04_0115E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more"
"DP04_0115M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more"
"DP04_0116E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed"
"DP04_0116M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed"
"DP04_0117E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0117M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0118E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent"
"DP04_0118M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent"
"DP04_0119E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent"
"DP04_0119M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent"
"DP04_0120E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent"
"DP04_0120M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent"
"DP04_0121E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent"
"DP04_0121M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent"
"DP04_0122E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent"
"DP04_0122M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent"
"DP04_0123E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent"
"DP04_0123M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent"
