"Column Name","Label"
"S1501_C02_011E","Male!!Estimate!!Associate's degree"
"S1501_C02_011M","Male!!Margin of Error!!Associate's degree"
"S1501_C03_011E","Female!!Estimate!!Associate's degree"
"S1501_C03_011M","Female!!Margin of Error!!Associate's degree"
"S1501_C01_012E","Total!!Estimate!!Bachelor's degree"
"S1501_C01_012M","Total!!Margin of Error!!Bachelor's degree"
"S1501_C02_012E","Male!!Estimate!!Bachelor's degree"
"S1501_C02_012M","Male!!Margin of Error!!Bachelor's degree"
"S1501_C03_012E","Female!!Estimate!!Bachelor's degree"
"S1501_C03_012M","Female!!Margin of Error!!Bachelor's degree"
"S1501_C01_013E","Total!!Estimate!!Graduate or professional degree"
"S1501_C01_013M","Total!!Margin of Error!!Graduate or professional degree"
"S1501_C02_013E","Male!!Estimate!!Graduate or professional degree"
"S1501_C02_013M","Male!!Margin of Error!!Graduate or professional degree"
"S1501_C03_013E","Female!!Estimate!!Graduate or professional degree"
"S1501_C03_013M","Female!!Margin of Error!!Graduate or professional degree"
"S1501_C01_014E","Total!!Estimate!!Percent high school graduate or higher"
"S1501_C01_014M","Total!!Margin of Error!!Percent high school graduate or higher"
"S1501_C02_014E","Male!!Estimate!!Percent high school graduate or higher"
"S1501_C02_014M","Male!!Margin of Error!!Percent high school graduate or higher"
"S1501_C03_014E","Female!!Estimate!!Percent high school graduate or higher"
"S1501_C03_014M","Female!!Margin of Error!!Percent high school graduate or higher"
"S1501_C01_015E","Total!!Estimate!!Percent bachelor's degree or higher"
"S1501_C01_015M","Total!!Margin of Error!!Percent bachelor's degree or higher"
"S1501_C02_015E","Male!!Estimate!!Percent bachelor's degree or higher"
"S1501_C02_015M","Male!!Margin of Error!!Percent bachelor's degree or higher"
"S1501_C03_015E","Female!!Estimate!!Percent bachelor's degree or higher"
"S1501_C03_015M","Female!!Margin of Error!!Percent bachelor's degree or higher"
"S1501_C01_016E","Total!!Estimate!!Population 25 to 34 years"
"S1501_C01_016M","Total!!Margin of Error!!Population 25 to 34 years"
"S1501_C02_016E","Male!!Estimate!!Population 25 to 34 years"
"S1501_C02_016M","Male!!Margin of Error!!Population 25 to 34 years"
"S1501_C03_016E","Female!!Estimate!!Population 25 to 34 years"
"S1501_C03_016M","Female!!Margin of Error!!Population 25 to 34 years"
"S1501_C01_017E","Total!!Estimate!!High school graduate or higher"
"S1501_C01_017M","Total!!Margin of Error!!High school graduate or higher"
"S1501_C02_017E","Male!!Estimate!!High school graduate or higher"
"S1501_C02_017M","Male!!Margin of Error!!High school graduate or higher"
"S1501_C03_017E","Female!!Estimate!!High school graduate or higher"
"S1501_C03_017M","Female!!Margin of Error!!High school graduate or higher"
"S1501_C01_018E","Total!!Estimate!!Bachelor's degree or higher"
"S1501_C01_018M","Total!!Margin of Error!!Bachelor's degree or higher"
"S1501_C02_018E","Male!!Estimate!!Bachelor's degree or higher"
"S1501_C02_018M","Male!!Margin of Error!!Bachelor's degree or higher"
"S1501_C03_018E","Female!!Estimate!!Bachelor's degree or higher"
"S1501_C03_018M","Female!!Margin of Error!!Bachelor's degree or higher"
"S1501_C01_019E","Total!!Estimate!!Population 35 to 44 years"
"S1501_C01_019M","Total!!Margin of Error!!Population 35 to 44 years"
"S1501_C02_019E","Male!!Estimate!!Population 35 to 44 years"
"S1501_C02_019M","Male!!Margin of Error!!Population 35 to 44 years"
"S1501_C03_019E","Female!!Estimate!!Population 35 to 44 years"
"S1501_C03_019M","Female!!Margin of Error!!Population 35 to 44 years"
"S1501_C01_020E","Total!!Estimate!!High school graduate or higher"
"S1501_C01_020M","Total!!Margin of Error!!High school graduate or higher"
"S1501_C02_020E","Male!!Estimate!!High school graduate or higher"
"S1501_C02_020M","Male!!Margin of Error!!High school graduate or higher"
"S1501_C03_020E","Female!!Estimate!!High school graduate or higher"
"S1501_C03_020M","Female!!Margin of Error!!High school graduate or higher"
"S1501_C01_021E","Total!!Estimate!!Bachelor's degree or higher"
"S1501_C01_021M","Total!!Margin of Error!!Bachelor's degree or higher"
"S1501_C02_021E","Male!!Estimate!!Bachelor's degree or higher"
"S1501_C02_021M","Male!!Margin of Error!!Bachelor's degree or higher"
"S1501_C03_021E","Female!!Estimate!!Bachelor's degree or higher"
"S1501_C03_021M","Female!!Margin of Error!!Bachelor's degree or higher"
"S1501_C01_022E","Total!!Estimate!!Population 45 to 64 years"
"S1501_C01_022M","Total!!Margin of Error!!Population 45 to 64 years"
"S1501_C02_022E","Male!!Estimate!!Population 45 to 64 years"
"S1501_C02_022M","Male!!Margin of Error!!Population 45 to 64 years"
"S1501_C03_022E","Female!!Estimate!!Population 45 to 64 years"
"S1501_C03_022M","Female!!Margin of Error!!Population 45 to 64 years"
"S1501_C01_023E","Total!!Estimate!!High school graduate or higher"
"S1501_C01_023M","Total!!Margin of Error!!High school graduate or higher"
"S1501_C02_023E","Male!!Estimate!!High school graduate or higher"
"S1501_C02_023M","Male!!Margin of Error!!High school graduate or higher"
"S1501_C03_023E","Female!!Estimate!!High school graduate or higher"
"S1501_C03_023M","Female!!Margin of Error!!High school graduate or higher"
"S1501_C01_024E","Total!!Estimate!!Bachelor's degree or higher"
"S1501_C01_024M","Total!!Margin of Error!!Bachelor's degree or higher"
"S1501_C02_024E","Male!!Estimate!!Bachelor's degree or higher"
"S1501_C02_024M","Male!!Margin of Error!!Bachelor's degree or higher"
"S1501_C03_024E","Female!!Estimate!!Bachelor's degree or higher"
"S1501_C03_024M","Female!!Margin of Error!!Bachelor's degree or higher"
"S1501_C01_025E","Total!!Estimate!!Population 65 years and over"
"S1501_C01_025M","Total!!Margin of Error!!Population 65 years and over"
"S1501_C02_025E","Male!!Estimate!!Population 65 years and over"
"S1501_C02_025M","Male!!Margin of Error!!Population 65 years and over"
"S1501_C03_025E","Female!!Estimate!!Population 65 years and over"
"S1501_C03_025M","Female!!Margin of Error!!Population 65 years and over"
"S1501_C01_026E","Total!!Estimate!!High school graduate or higher"
"S1501_C01_026M","Total!!Margin of Error!!High school graduate or higher"
"S1501_C02_026E","Male!!Estimate!!High school graduate or higher"
"S1501_C02_026M","Male!!Margin of Error!!High school graduate or higher"
"S1501_C03_026E","Female!!Estimate!!High school graduate or higher"
"S1501_C03_026M","Female!!Margin of Error!!High school graduate or higher"
"S1501_C01_027E","Total!!Estimate!!Bachelor's degree or higher"
"S1501_C01_027M","Total!!Margin of Error!!Bachelor's degree or higher"
"S1501_C02_027E","Male!!Estimate!!Bachelor's degree or higher"
"S1501_C02_027M","Male!!Margin of Error!!Bachelor's degree or higher"
"S1501_C03_027E","Female!!Estimate!!Bachelor's degree or higher"
"S1501_C03_027M","Female!!Margin of Error!!Bachelor's degree or higher"
"S1501_C01_028E","Total!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C01_028M","Total!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C02_028E","Male!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C02_028M","Male!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C03_028E","Female!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C03_028M","Female!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C01_029E","Total!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C01_029M","Total!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C02_029E","Male!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C02_029M","Male!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C03_029E","Female!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C03_029M","Female!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C01_030E","Total!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree"
"S1501_C01_030M","Total!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree"
"S1501_C02_030E","Male!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree"
"S1501_C02_030M","Male!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree"
"S1501_C03_030E","Female!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree"
"S1501_C03_030M","Female!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree"
"S1501_C01_031E","Total!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher"
"S1501_C01_031M","Total!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher"
"S1501_C02_031E","Male!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher"
"S1501_C02_031M","Male!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher"
"S1501_C03_031E","Female!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher"
"S1501_C03_031M","Female!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher"
"S1501_C01_032E","Total!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings"
"S1501_C01_032M","Total!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings"
"S1501_C02_032E","Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings"
"S1501_C02_032M","Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings"
"S1501_C03_032E","Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings"
"S1501_C03_032M","Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings"
"S1501_C01_033E","Total!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate"
"S1501_C01_033M","Total!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate"
"S1501_C02_033E","Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate"
"S1501_C02_033M","Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate"
"S1501_C03_033E","Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate"
"S1501_C03_033M","Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate"
"S1501_C01_034E","Total!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)"
"S1501_C01_034M","Total!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)"
"S1501_C02_034E","Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)"
"S1501_C02_034M","Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)"
"S1501_C03_034E","Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)"
"S1501_C03_034M","Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)"
"S1501_C01_035E","Total!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree"
"S1501_C01_035M","Total!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree"
"S1501_C02_035E","Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree"
"S1501_C02_035M","Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree"
"S1501_C03_035E","Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree"
"S1501_C03_035M","Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree"
"S1501_C01_036E","Total!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree"
"S1501_C01_036M","Total!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree"
"S1501_C02_036E","Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree"
"S1501_C02_036M","Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree"
"S1501_C03_036E","Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree"
"S1501_C03_036M","Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree"
"S1501_C01_037E","Total!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree"
"S1501_C01_037M","Total!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree"
"S1501_C02_037E","Male!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree"
"S1501_C02_037M","Male!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree"
"S1501_C03_037E","Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree"
"S1501_C03_037M","Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree"
"S1501_C01_038E","Total!!Estimate!!PERCENT IMPUTED!!Educational attainment"
"S1501_C01_038M","Total!!Margin of Error!!PERCENT IMPUTED!!Educational attainment"
"S1501_C02_038E","Male!!Estimate!!PERCENT IMPUTED!!Educational attainment"
"S1501_C02_038M","Male!!Margin of Error!!PERCENT IMPUTED!!Educational attainment"
"S1501_C03_038E","Female!!Estimate!!PERCENT IMPUTED!!Educational attainment"
"S1501_C03_038M","Female!!Margin of Error!!PERCENT IMPUTED!!Educational attainment"
