Station #,Station Name,# of Racks,Latitude,Longitude
1070,Hobart St & Wightman St,5,40.4325102857704,-79.927339553833
1074,South Side Trail & S 4th St,5,40.4312893870033,-79.9952691793441
1084,Hot Metal St & Tunnel Blvd,13,40.4270875291988,-79.9627983570098
1088,Frazier St & Dawson St,5,40.4296846268158,-79.9541401863098
1091,Semple St & Louisa St,5,40.4387491815432,-79.9570316076278
1093,S Bouquet Ave & Sennott St,6,40.4413621595884,-79.9555563926696
1094,O'Hara St & Desoto St,5,40.4432442574108,-79.9598425626754
1095,Schenley Dr & Forbes Ave (Schenley Plaza),7,40.4430197148859,-79.9533140659332
1097,Tennyson Ave & Fifth Ave,6,40.4456488566961,-79.953276515007
1098,S Bellefield Ave & Filmore St,5,40.4451507973542,-79.9512112140655
1099,Forbes Ave & S Craig St,5,40.4442444831821,-79.948952794075
4929,Ruskin Ave & Bigelow Blvd,6,40.4473548,-79.9539085
49251,Schenley Dr & Forbes Ave (Squirrel Hill),6,40.4377529569225,-79.9336373805999
49261,Wightman St & Forbes Ave,5,40.4379162734457,-79.9278116226196
49271,S Craig St & 5th Ave,6,40.446739,-79.94893
49301,Centre Ave & N Craig St,6,40.4518620408864,-79.9517369270324
49311,Hamilton Ave & N Dallas Ave,6,40.4562378678982,-79.9050557613372
49321,Bennett St & Eccrue Way,7,40.4566868638776,-79.8981356620788
49341,Frankstown Ave & Eastview St,6,40.4580419971846,-79.903564453125
49351,Penn Ave at The Village at Eastside,5,40.4588501660852,-79.9192821979522
49371,E Liberty Blvd & Larimer Ave,6,40.4636173484424,-79.9174690246582
49391,E Liberty Blvd & Negley Ave,5,-40.4677154,-79.92787
49401,Stanton Ave & N Negley Ave,6,40.4712233726433,-79.9256018910091
49431,Penn Ave & Negley Ave,6,40.4635438841576,-79.9304401874542
49441,Roup Ave & Friendship Ave,5,40.4615072589419,-79.935101866722
49461,Friendship Ave & S Pacific Ave,6,40.4620664187075,-79.9406862258911
49491,Liberty Ave & Fisk St,5,40.4631602360317,-79.9557816982269
49501,Penn Ave & 39th St,6,40.4649070416885,-79.9600839614868
49561,Butler St & 48th St,6,40.4760398195428,-79.9576377868652
49581,Liberty Ave & 37th St,6,40.462184,-79.96162
49601,Smallman St & 31st St,6,40.4601113799451,-79.9727600812912
49611,24th St & Smallman St,6,40.4540010068569,-79.9817132949829
49621,14th St & Penn Ave,6,40.447208,-79.989725
49641,11th St & Penn Ave,6,40.4447507142263,-79.9939119815826
49651,Grant St & Strawberry Way,7,40.4417051054171,-79.9951028823852
49661,Seventh Ave & Liberty Ave,6,40.4429298976659,-79.9973398447036
49671,9th St & Penn Ave,5,40.4435341202884,-79.9983966350555
49691,Liberty Ave & 6th St,6,40.4419337349976,-80.0020712614059
49701,Third Ave & Stanwix St,5,40.4400148554666,-80.0044798851013
49711,First Ave & Stanwix St,7,40.4389451584195,-80.005145072937
49731,Ross St & Fourth Ave,7,40.4376631326656,-79.9962937831878
49741,Washington Pl & Centre Ave,5,40.4402598218608,-79.9916160106659
49771,Fifth Ave & Jumonville,5,40.4380585514541,-79.9778388774575
49781,Fifth Ave & Miltenberger,6,40.4382959828288,-79.9811768531799
49881,Arch St & Jacksonia St,5,40.4577726053906,-80.0094580650329
49921,W General Robinson St & Chuck Noll Way,5,40.4474124469887,-80.0120651721954
49951,Butler St & 36th St,6,40.4652988423274,-79.9652767181396
